ID Cliente,Abandono,Género,Mayor de 65 años,Tiene Pareja,Tiene Dependientes,Duración del Contrato (meses),Servicio Telefónico,Múltiples Líneas,Servicio de Internet,Seguridad en Línea,Respaldo en Línea,Protección del Dispositivo,Soporte Técnico,TV por Cable,Streaming de Películas,Tipo de Contrato,Facturación Sin Papel,Método de Pago,Costo Mensual,Costo Total,Costo Diario,Rango de Contrato,Cantidad de Servicios Contratados
0268-QKIWO,1,F,False,0,0,3,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque electrónico,19.75,58.85,0.66,0-10,0
0269-XFESX,0,M,False,1,1,23,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,24.35,538.5,0.81,21-30,1
0270-THENM,0,M,False,1,1,72,1,1,DSL,1,1,1,1,0,0,Bianual,0,Transferencia bancaria (automático),69.85,5102.35,2.33,71+,5
0274-JKUJR,0,M,False,1,1,7,0,-1,DSL,1,1,1,0,1,1,Mensual,0,Cheque por Correo,58.85,465.7,1.96,0-10,5
0277-BKSQP,0,M,False,1,1,8,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,54.4,475.1,1.81,0-10,1
0277-ORXQS,0,M,False,1,1,66,0,-1,DSL,0,0,0,1,1,1,Bianual,0,Transferencia bancaria (automático),50.55,3364.55,1.68,61-70,3
0278-YXOOG,1,M,False,0,0,5,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,21.05,113.85,0.7,0-10,0
0280-XJGEX,1,M,False,0,0,49,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automático),103.7,5036.3,3.46,41-50,5
0281-CNTZX,0,M,False,1,0,63,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Transferencia bancaria (automático),19.95,1234.8,0.66,61-70,0
0282-NVSJS,0,F,True,1,1,12,0,-1,DSL,0,0,0,1,0,0,Mensual,1,Cheque por Correo,29.3,355.9,0.98,11-20,1
0285-INHLN,0,M,False,1,1,27,1,0,DSL,1,1,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),54.75,1510.3,1.82,21-30,2
0289-IVARM,0,F,False,0,0,35,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque electrónico,60.55,1982.6,2.02,31-40,3
0292-WEGCH,0,F,False,1,1,54,1,1,DSL,0,1,1,1,1,1,Mensual,1,Cheque electrónico,86.2,4524.05,2.87,51-60,6
0295-PPHDO,1,M,False,0,0,1,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.45,95.45,3.18,0-10,3
0295-QVKPB,0,M,False,0,0,5,1,0,DSL,0,0,1,1,1,0,Mensual,1,Tarjeta de crédito (automático),63.95,318.1,2.13,0-10,3
0297-RBCSG,0,M,False,0,0,19,1,0,DSL,0,1,0,1,0,1,Anual,1,Transferencia bancaria (automático),65.35,1231.85,2.18,11-20,3
0298-XACET,0,M,False,1,1,52,0,-1,DSL,0,1,1,1,1,0,Bianual,0,Cheque por Correo,50.2,2554.0,1.67,51-60,4
0301-FIDRB,0,F,False,1,1,72,0,-1,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),63.8,4684.3,2.13,71+,6
0301-KOBTQ,0,M,False,0,0,32,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Transferencia bancaria (automático),20.05,614.45,0.67,31-40,0
0302-JOIVN,1,F,False,1,0,8,1,0,Fibra Óptica,0,1,1,0,1,1,Mensual,0,Cheque electrónico,101.15,842.9,3.37,0-10,4
0303-UNCIP,0,M,False,0,0,41,1,1,DSL,0,0,1,0,0,1,Anual,0,Cheque por Correo,65.0,2531.8,2.17,41-50,3
0303-WMMRN,0,M,False,0,0,5,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,19.25,86.05,0.64,0-10,0
0305-SQECB,0,F,False,0,1,11,0,-1,DSL,1,0,0,1,0,0,Anual,1,Cheque por Correo,36.05,402.6,1.2,11-20,2
0306-JAELE,1,M,False,0,0,5,1,0,Fibra Óptica,0,0,0,1,1,1,Mensual,1,Cheque electrónico,96.1,453.4,3.2,0-10,3
0307-BCOPK,0,F,False,0,0,16,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.05,326.65,0.64,11-20,0
0308-GIQJT,0,M,True,0,0,71,1,1,Fibra Óptica,0,1,0,1,1,1,Anual,0,Transferencia bancaria (automático),105.75,7382.85,3.52,71+,5
0308-IVGOK,0,F,False,0,0,11,0,-1,DSL,0,1,1,1,0,0,Anual,1,Tarjeta de crédito (automático),40.4,422.6,1.35,11-20,3
0310-MVLET,1,F,False,1,1,61,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,99.15,6010.05,3.3,61-70,4
0310-SUCIN,0,F,False,1,0,71,1,0,DSL,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automático),84.8,6046.1,2.83,71+,6
0310-VQXAM,0,M,False,0,0,9,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.85,178.8,0.66,0-10,0
0311-QYWSS,0,F,False,0,0,6,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque electrónico,49.45,314.6,1.65,0-10,1
0311-UNPFF,1,F,False,0,0,26,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automático),88.8,2274.35,2.96,21-30,2
0314-TKOSI,0,F,False,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque por Correo,55.15,322.9,1.84,0-10,2
0315-LVCRK,0,M,False,0,0,11,1,0,Fibra Óptica,0,0,1,0,0,1,Mensual,0,Cheque electrónico,84.8,888.75,2.83,11-20,2
0318-QUUOB,1,M,False,1,0,1,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,80.55,80.55,2.68,0-10,1
0318-ZOPWS,0,F,False,1,0,49,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Transferencia bancaria (automático),20.15,973.35,0.67,41-50,0
0319-QZTCO,0,F,False,1,1,3,1,0,DSL,0,1,0,0,1,0,Mensual,1,Tarjeta de crédito (automático),58.7,168.6,1.96,0-10,2
0320-DWVTU,0,F,False,0,0,53,1,0,Fibra Óptica,1,1,1,1,0,1,Bianual,0,Cheque por Correo,99.5,5424.25,3.32,51-60,5
0320-JDNQG,1,M,False,1,1,23,1,0,Fibra Óptica,1,0,0,1,1,1,Mensual,1,Cheque electrónico,99.85,2331.3,3.33,21-30,4
0322-CHQRU,1,M,False,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,45.35,89.5,1.51,0-10,0
0322-YINQP,1,M,False,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque por Correo,48.55,48.55,1.62,0-10,1
0323-XWWTN,0,M,False,0,1,3,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,26.4,121.25,0.88,0-10,1
0324-BRPCJ,1,F,True,1,0,68,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,100.2,6851.65,3.34,61-70,4
0325-XBFAC,1,M,False,0,0,8,1,0,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,94.7,740.3,3.16,0-10,3
0326-VDYXE,0,F,False,1,0,70,1,1,Fibra Óptica,0,0,1,0,1,1,Anual,1,Cheque electrónico,97.65,6982.5,3.26,71+,4
0327-WFZSY,0,M,False,1,1,39,1,1,Fibra Óptica,0,0,1,0,1,1,Anual,0,Cheque electrónico,100.0,3835.55,3.33,31-40,4
0328-GRPMV,1,F,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,70.1,70.1,2.34,0-10,0
0329-GTIAJ,1,F,False,0,0,3,1,0,Fibra Óptica,0,1,0,1,1,1,Mensual,1,Cheque electrónico,97.9,315.3,3.26,0-10,4
0330-BGYZE,0,M,False,1,0,60,1,1,Fibra Óptica,0,1,1,0,1,1,Anual,0,Transferencia bancaria (automático),102.5,6157.6,3.42,61-70,5
0330-IVZHA,1,F,False,1,0,5,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,69.95,330.15,2.33,0-10,0
0334-GDDSO,1,M,True,0,0,3,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,81.35,233.7,2.71,0-10,2
0334-ZFJSR,0,F,False,1,0,55,1,1,DSL,1,1,0,1,0,0,Anual,1,Tarjeta de crédito (automático),66.05,3462.1,2.2,51-60,4
0336-KXKFK,0,M,False,0,0,72,0,-1,DSL,1,0,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),61.2,4390.25,2.04,71+,5
0336-PIKEI,0,M,True,1,0,72,1,0,DSL,1,1,1,1,1,0,Bianual,0,Transferencia bancaria (automático),74.4,5360.75,2.48,71+,5
0337-CNPZE,1,F,False,0,0,41,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,106.3,4443.45,3.54,41-50,5
0343-QLUZP,0,M,False,0,0,60,0,-1,DSL,1,1,1,0,0,0,Bianual,0,Transferencia bancaria (automático),39.6,2424.5,1.32,61-70,3
0345-HKJVM,1,F,False,0,0,6,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,0,Cheque electrónico,89.3,577.6,2.98,0-10,2
0345-XMMUG,0,F,False,1,0,46,1,1,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),108.9,4854.3,3.63,41-50,6
0347-UBKUZ,0,F,False,0,0,15,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.9,320.45,0.66,11-20,0
0348-SDKOL,1,F,False,1,0,58,1,1,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Tarjeta de crédito (automático),102.1,5885.4,3.4,51-60,5
0354-VXMJC,0,M,False,1,1,23,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.6,426.65,0.65,21-30,0
0354-WYROK,1,F,True,1,1,31,1,0,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,98.9,2911.3,3.3,31-40,4
0356-ERHVT,0,M,False,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),45.9,521.9,1.53,11-20,0
0356-OBMAC,0,F,True,0,0,56,1,1,Fibra Óptica,0,1,1,1,1,0,Bianual,1,Transferencia bancaria (automático),99.9,5706.3,3.33,51-60,5
0357-NVCRI,0,F,False,0,1,25,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),20.05,471.7,0.67,21-30,0
0361-HJRDX,0,F,False,0,0,68,0,-1,DSL,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),64.35,4539.6,2.14,61-70,6
0362-RAOQO,0,F,False,0,0,40,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.65,830.25,0.65,41-50,0
0362-ZBZWJ,1,M,False,0,0,36,1,1,Fibra Óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,84.9,3067.2,2.83,31-40,2
0363-QJVFX,1,M,False,0,0,32,1,1,Fibra Óptica,1,1,0,1,1,1,Mensual,1,Tarjeta de crédito (automático),108.15,3432.9,3.6,31-40,6
0363-SVHYR,0,M,False,1,1,71,1,1,DSL,1,1,1,1,1,1,Bianual,0,Transferencia bancaria (automático),86.85,6263.8,2.9,71+,7
0365-BZUWY,0,M,False,1,0,17,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,102.55,1742.5,3.42,11-20,5
0365-GXEZS,0,M,False,1,0,18,1,0,Fibra Óptica,0,0,1,1,0,0,Mensual,0,Cheque electrónico,78.2,1468.75,2.61,11-20,2
0365-TRTPY,0,F,False,0,0,37,1,1,Fibra Óptica,1,1,1,0,0,0,Mensual,0,Transferencia bancaria (automático),91.2,3382.3,3.04,31-40,4
0366-NQSHS,0,M,False,0,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.35,46.35,0.64,0-10,0
0369-ZGOVK,0,F,False,1,1,28,1,0,Fibra Óptica,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automático),70.4,1992.2,2.35,21-30,0
0373-AIVNJ,0,M,False,0,0,9,0,-1,DSL,1,1,1,0,0,0,Anual,0,Cheque por Correo,39.55,373.0,1.32,0-10,3
0374-AACSZ,0,F,False,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque electrónico,50.15,50.15,1.67,0-10,1
0374-FIUCA,0,M,False,1,0,65,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),20.4,1414.45,0.68,61-70,0
0374-IOEGQ,0,F,False,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,44.6,122.7,1.49,0-10,0
0375-HVGXO,1,F,False,0,0,1,0,-1,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,34.7,34.7,1.16,0-10,1
0376-OIWME,0,M,False,1,0,36,1,0,Fibra Óptica,1,0,0,0,1,1,Mensual,1,Cheque electrónico,93.6,3366.05,3.12,31-40,3
0376-YMCJC,1,M,False,0,0,23,1,1,Fibra Óptica,0,0,0,1,1,0,Mensual,1,Cheque electrónico,90.6,1943.2,3.02,21-30,3
0377-JBKKT,0,M,False,1,1,22,1,0,DSL,1,1,0,1,0,0,Mensual,1,Cheque por Correo,57.95,1271.8,1.93,21-30,3
0378-CJKPV,0,F,False,1,0,72,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),112.1,7965.95,3.74,71+,7
0378-NHQXU,1,F,False,1,1,17,1,1,Fibra Óptica,0,0,1,0,1,0,Mensual,0,Cheque electrónico,88.25,1460.65,2.94,11-20,3
0378-TOVMS,1,F,False,0,0,3,1,0,Fibra Óptica,0,0,0,1,0,1,Mensual,0,Cheque electrónico,85.8,272.2,2.86,0-10,2
0378-XSZPU,1,M,False,1,0,58,1,0,DSL,1,1,1,0,0,0,Anual,0,Tarjeta de crédito (automático),60.3,3563.8,2.01,51-60,3
0379-DJQHR,0,M,False,1,1,67,1,0,DSL,1,1,1,0,1,1,Bianual,0,Tarjeta de crédito (automático),81.35,5398.6,2.71,61-70,5
0380-NEAVX,0,M,True,0,0,34,1,0,Fibra Óptica,0,1,1,0,1,1,Anual,1,Cheque electrónico,99.85,3343.15,3.33,31-40,4
0380-ZCSBI,0,M,False,0,0,10,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),20.0,198.7,0.67,11-20,0
0383-CLDDA,0,F,False,0,0,69,1,1,DSL,1,0,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),85.35,5897.4,2.84,61-70,6
0384-LPITE,0,M,False,0,0,40,0,-1,DSL,1,1,1,0,1,1,Anual,0,Tarjeta de crédito (automático),62.05,2511.55,2.07,41-50,5
0384-RVBPI,0,M,False,0,0,20,1,0,DSL,1,0,1,0,0,1,Mensual,0,Tarjeta de crédito (automático),64.4,1398.6,2.15,21-30,3
0386-CWRGM,0,F,False,1,1,46,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.4,967.85,0.65,41-50,0
0388-EOPEX,1,F,False,1,0,2,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,139.4,2.48,0-10,1
0390-DCFDQ,1,F,True,1,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque por Correo,70.45,70.45,2.35,0-10,0
0392-BZIUW,0,F,False,1,0,72,1,1,Fibra Óptica,1,0,1,0,1,1,Bianual,1,Tarjeta de crédito (automático),105.0,7589.8,3.5,71+,5
0394-YONDK,0,M,False,1,1,70,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),25.15,1790.15,0.84,71+,1
0396-HUJBP,0,F,False,0,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.3,44.4,0.64,0-10,0
0396-UKGAI,0,M,False,0,1,23,1,0,DSL,0,1,0,1,0,0,Mensual,1,Transferencia bancaria (automático),55.3,1284.2,1.84,21-30,2
0396-YCHWO,0,M,False,1,0,36,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.4,3474.2,3.18,31-40,3
0397-GZBBC,1,M,True,1,0,59,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automático),93.85,5574.75,3.13,51-60,3
0397-ZXWQF,0,M,False,0,0,67,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),20.5,1430.95,0.68,61-70,0
0401-WDBXM,0,M,False,1,1,72,1,1,Fibra Óptica,1,0,1,0,1,1,Bianual,1,Transferencia bancaria (automático),105.55,7542.25,3.52,71+,5
0402-CQAJN,1,F,False,0,0,37,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automático),101.9,3545.35,3.4,31-40,5
0402-OAMEN,0,F,False,1,1,72,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),24.45,1709.1,0.82,71+,1
0404-AHASP,0,M,False,1,0,72,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.7,1421.9,0.66,71+,0
0404-SWRVG,1,M,False,0,0,3,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,229.55,2.48,0-10,1
0406-BPDVR,1,F,True,1,0,54,1,1,Fibra Óptica,0,1,0,0,1,1,Anual,1,Tarjeta de crédito (automático),101.5,5373.1,3.38,51-60,4
0407-BDJKB,1,M,False,1,0,60,1,1,Fibra Óptica,0,1,1,0,1,0,Mensual,1,Cheque electrónico,95.75,5742.9,3.19,61-70,4
0409-WTMPL,0,F,False,1,0,58,1,1,Fibra Óptica,1,1,1,0,1,1,Anual,1,Tarjeta de crédito (automático),110.65,6526.65,3.69,51-60,6
0410-IPFTY,0,F,False,1,0,31,1,0,Fibra Óptica,0,1,0,0,0,1,Mensual,1,Transferencia bancaria (automático),83.85,2674.15,2.8,31-40,2
0411-EZJZE,0,F,False,0,0,3,1,1,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,60.25,170.5,2.01,0-10,2
0412-UCCNP,0,M,False,0,0,55,1,0,DSL,1,0,1,1,0,0,Bianual,1,Cheque electrónico,59.2,3175.85,1.97,51-60,3
0415-MOSGF,1,F,False,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por Correo,44.4,44.4,1.48,0-10,0
0419-YAAPX,0,M,False,1,0,49,1,0,Fibra Óptica,0,1,0,0,1,0,Mensual,1,Tarjeta de crédito (automático),85.3,4297.95,2.84,41-50,2
0420-BWTPW,1,M,False,0,1,8,0,-1,DSL,0,0,0,0,0,0,Mensual,0,Cheque por Correo,25.5,215.2,0.85,0-10,0
0420-HLGXF,0,F,True,0,0,39,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,99.75,4036.0,3.32,31-40,4
0420-TXVSG,0,M,False,1,0,66,1,1,DSL,1,1,1,0,0,0,Bianual,1,Tarjeta de crédito (automático),66.1,4428.45,2.2,61-70,4
0422-OHQHQ,0,F,False,1,1,15,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.55,295.95,0.68,11-20,0
0422-UXFAP,0,F,False,1,0,51,1,1,Fibra Óptica,0,0,1,0,1,1,Anual,1,Cheque electrónico,98.85,4947.55,3.3,51-60,4
0423-UDIJQ,0,M,True,0,0,9,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque por Correo,49.2,447.9,1.64,0-10,1
0426-TIRNE,1,F,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.9,20.9,0.7,0-10,0
0428-AXXLJ,0,M,False,0,0,25,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,1,Transferencia bancaria (automático),19.5,516.3,0.65,21-30,0
0428-IKYCP,0,M,False,1,0,22,1,0,Fibra Óptica,0,0,1,0,1,0,Mensual,1,Transferencia bancaria (automático),87.0,1850.65,2.9,21-30,2
0430-IHCDJ,0,M,False,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,49.0,749.25,1.63,11-20,1
0431-APWVY,1,F,False,1,1,28,1,0,Fibra Óptica,0,0,0,0,1,1,Anual,1,Transferencia bancaria (automático),90.1,2598.95,3.0,21-30,2
0432-CAJZV,0,M,False,0,0,3,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,0,Cheque por Correo,90.7,237.65,3.02,0-10,2
0434-CSFON,0,F,False,1,0,47,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,100.5,4707.1,3.35,41-50,4
0436-TWFFZ,0,F,False,0,0,67,1,1,DSL,1,0,1,1,1,1,Bianual,1,Cheque por Correo,85.25,5714.2,2.84,61-70,6
0439-IFYUN,0,F,True,0,0,18,1,0,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,74.7,1294.6,2.49,11-20,1
0440-EKDCF,0,M,False,1,0,62,1,0,DSL,0,1,1,1,0,0,Bianual,1,Tarjeta de crédito (automático),60.15,3753.2,2.0,61-70,3
0440-MOGPM,0,F,False,0,0,41,1,1,DSL,0,1,1,0,1,1,Anual,1,Cheque electrónico,80.55,3263.9,2.68,41-50,5
0440-QEXBZ,0,F,False,0,0,44,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,50.15,2139.1,1.67,41-50,1
0440-UEDAI,0,F,False,0,0,53,1,0,Fibra Óptica,0,1,1,1,0,1,Anual,1,Tarjeta de crédito (automático),94.45,5042.75,3.15,51-60,4
0442-TDYUO,0,M,False,1,0,48,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,20.05,1036.0,0.67,41-50,0
0442-ZXKVS,0,F,True,1,0,54,1,1,Fibra Óptica,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automático),115.6,6431.05,3.85,51-60,7
0447-BEMNG,1,F,False,1,0,48,0,-1,DSL,1,0,1,0,0,1,Mensual,1,Transferencia bancaria (automático),45.3,2145.0,1.51,41-50,3
0447-RXSGD,0,M,False,0,0,24,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Transferencia bancaria (automático),99.65,2404.85,3.32,21-30,4
0454-OKRCT,0,M,False,0,0,33,1,0,Fibra Óptica,0,1,0,1,0,0,Bianual,0,Transferencia bancaria (automático),80.6,2651.1,2.69,31-40,2
0455-ENTCR,0,M,False,1,0,66,1,1,DSL,1,1,0,1,1,1,Bianual,0,Cheque electrónico,85.25,5538.35,2.84,61-70,6
0455-XFASS,0,F,False,1,1,3,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.55,200.2,2.32,0-10,0
0458-HEUZG,0,F,False,0,0,13,0,-1,DSL,0,0,1,1,0,0,Bianual,0,Cheque por Correo,35.4,450.4,1.18,11-20,2
0459-SPZHJ,0,M,False,1,1,63,1,1,DSL,1,1,1,0,1,1,Bianual,0,Tarjeta de crédito (automático),83.5,5435.0,2.78,61-70,6
0461-CVKMU,1,F,False,1,1,23,1,0,Fibra Óptica,0,1,1,1,0,0,Mensual,0,Cheque electrónico,83.8,1900.25,2.79,21-30,3
0463-TXOAK,0,M,False,0,1,52,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),25.6,1334.5,0.85,51-60,1
0463-WZZKO,0,M,False,0,0,3,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Tarjeta de crédito (automático),20.75,67.1,0.69,0-10,0
0463-ZSDNT,0,M,False,0,0,10,1,0,DSL,0,0,0,0,0,1,Mensual,1,Transferencia bancaria (automático),56.75,503.25,1.89,11-20,1
0464-WJTKO,0,F,False,1,1,72,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),20.1,1460.85,0.67,71+,0
0468-YRPXN,0,M,False,0,0,29,1,0,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Tarjeta de crédito (automático),98.8,2807.1,3.29,21-30,4
0471-ARVMX,0,F,True,1,0,62,1,1,Fibra Óptica,1,0,1,0,1,1,Anual,1,Cheque electrónico,104.85,6312.9,3.49,61-70,5
0471-LVHGK,1,M,False,1,0,41,1,1,DSL,0,0,1,0,1,1,Anual,1,Cheque electrónico,73.0,3001.2,2.43,41-50,4
0475-RIJEP,1,M,False,0,0,43,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,77.85,3365.85,2.6,41-50,2
0479-HMSWA,0,F,False,0,1,26,1,0,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Cheque electrónico,105.45,2715.3,3.52,21-30,5
0480-BIXDE,0,F,False,1,0,19,1,0,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,96.8,1743.05,3.23,11-20,3
0480-KYJVA,0,F,False,1,1,72,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),24.25,1784.5,0.81,71+,1
0481-SUMCB,0,F,True,0,0,45,1,1,Fibra Óptica,0,0,1,0,1,1,Anual,1,Transferencia bancaria (automático),102.15,4735.35,3.4,41-50,4
0484-FFVBJ,0,M,False,0,0,32,1,0,DSL,0,0,0,0,1,1,Anual,1,Transferencia bancaria (automático),64.85,2010.95,2.16,31-40,2
0484-JPBRU,0,M,False,0,0,41,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Transferencia bancaria (automático),25.25,996.45,0.84,41-50,1
0485-ZBSLN,0,M,False,1,1,65,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),24.75,1715.1,0.82,61-70,1
0486-HECZI,1,M,False,1,0,55,1,1,Fibra Óptica,1,1,0,0,1,0,Mensual,1,Cheque electrónico,96.75,5238.9,3.22,51-60,4
0486-LGCCH,0,M,False,1,1,11,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.65,225.75,0.65,11-20,0
0487-CRLZF,0,F,False,0,0,49,1,0,DSL,0,0,1,1,1,1,Bianual,1,Transferencia bancaria (automático),74.45,3721.9,2.48,41-50,4
0487-RPVUM,0,M,False,1,0,61,1,1,Fibra Óptica,1,0,1,1,1,0,Mensual,0,Transferencia bancaria (automático),99.4,5943.65,3.31,61-70,5
0487-VVUVK,0,M,False,1,1,25,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,19.15,477.6,0.64,21-30,0
0488-GSLFR,1,F,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.5,69.5,2.32,0-10,0
0489-WMEMG,0,F,False,0,1,23,1,0,DSL,0,0,0,1,0,0,Anual,1,Cheque electrónico,49.45,1119.35,1.65,21-30,1
0491-KAPQG,0,M,False,0,0,21,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,73.7,1558.7,2.46,21-30,1
0495-RVCBF,1,F,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,79.7,79.7,2.66,0-10,1
